0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,label
0.07982207834720612,0.6826553344726562,6.523274009850866e-07,0.18072113394737244,0.6765136122703552,-0.007454953622072935,0.2641174793243408,0.6365522742271423,-0.006925042252987623,0.3245072662830353,0.6154173016548157,-0.012475763447582722,0.37793710827827454,0.5929514765739441,-0.01778443157672882,0.2323693484067917,0.4752621650695801,0.04699084162712097,0.2869179844856262,0.4210618734359741,0.03075263649225235,0.3339913785457611,0.41225042939186096,0.007398845627903938,0.3749684989452362,0.41547003388404846,-0.00914710946381092,0.20785130560398102,0.4460580348968506,0.034906622022390366,0.26297837495803833,0.3765641450881958,0.020220348611474037,0.3151470422744751,0.36891210079193115,-0.0039232512935996056,0.36013635993003845,0.38488686084747314,-0.02090555988252163,0.1746678501367569,0.4297196865081787,0.01546742208302021,0.23319940268993378,0.3499802350997925,-0.002361743012443185,0.2854873836040497,0.3393784463405609,-0.018717391416430473,0.33168357610702515,0.3521789312362671,-0.0288632120937109,0.13428358733654022,0.4289870858192444,-0.0064118350856006145,0.17270150780677795,0.3690366744995117,-0.02285921387374401,0.21313823759555817,0.3433166444301605,-0.0319003127515316,0.25338059663772583,0.33388403058052063,-0.03778739646077156,C
0.10211551189422607,0.6856296062469482,6.957611731195357e-07,0.20027466118335724,0.6834739446640015,0.0026296607684344053,0.28724780678749084,0.6447335481643677,0.0019897092133760452,0.3523806929588318,0.6299825310707092,-0.007905873470008373,0.40569835901260376,0.6055598258972168,-0.01832512579858303,0.254312664270401,0.47105473279953003,0.05183383449912071,0.31040042638778687,0.4016134738922119,0.0377408042550087,0.3529486358165741,0.3967827260494232,0.01590215042233467,0.38624507188796997,0.4138906002044678,0.0012559877941384912,0.22902904450893402,0.4452427327632904,0.03210766613483429,0.29387950897216797,0.36434030532836914,0.015558375045657158,0.3481197953224182,0.35517340898513794,-0.012594472616910934,0.3874216675758362,0.3814070224761963,-0.030366070568561554,0.19719985127449036,0.43332865834236145,0.006510061211884022,0.26145777106285095,0.3451092541217804,-0.0092149768024683,0.316092312335968,0.3384012281894684,-0.02841934561729431,0.35972821712493896,0.3583265542984009,-0.04036517068743706,0.15993539988994598,0.4376640319824219,-0.020761508494615555,0.2051147222518921,0.36846256256103516,-0.03637920692563057,0.2496369481086731,0.3401452302932739,-0.04688539355993271,0.2940352261066437,0.33265575766563416,-0.05316502973437309,C
0.09467621147632599,0.6818400025367737,5.85253417284548e-07,0.19419905543327332,0.6767052412033081,-0.002251180587336421,0.28623923659324646,0.6321114301681519,-0.0052473577670753,0.3562605679035187,0.6158579587936401,-0.01631205342710018,0.41027170419692993,0.6027892231941223,-0.027486074715852737,0.2545846998691559,0.46263355016708374,0.038123078644275665,0.3117165267467499,0.3978208899497986,0.016905255615711212,0.3530011773109436,0.39841264486312866,-0.008196298964321613,0.38489365577697754,0.42117881774902344,-0.024437202140688896,0.2283523976802826,0.43272608518600464,0.019860586151480675,0.29522550106048584,0.35059887170791626,-0.00013893377035856247,0.34922513365745544,0.337852418422699,-0.0262408759444952,0.39067918062210083,0.3582628071308136,-0.042814191430807114,0.19476692378520966,0.42140117287635803,-0.004651780240237713,0.26203274726867676,0.3345964252948761,-0.025228507816791534,0.3169716000556946,0.32491958141326904,-0.04287616163492203,0.36170580983161926,0.3402855396270752,-0.053012095391750336,0.15682214498519897,0.4288608431816101,-0.03107762522995472,0.20469099283218384,0.36345547437667847,-0.05055570602416992,0.24926961958408356,0.33627545833587646,-0.061038702726364136,0.2933989465236664,0.32726460695266724,-0.06667282432317734,C
0.09039060771465302,0.6873458623886108,5.430303531284153e-07,0.19479133188724518,0.677034318447113,0.0002059745165752247,0.2849981188774109,0.6328918933868408,-0.0016047098906710744,0.35546091198921204,0.6166892647743225,-0.012528534978628159,0.41121017932891846,0.6030673980712891,-0.02396358922123909,0.25237783789634705,0.4640145003795624,0.04421249404549599,0.3091272711753845,0.3982558846473694,0.02393321879208088,0.35231465101242065,0.39278584718704224,-0.001257031806744635,0.3887295126914978,0.4056874215602875,-0.01850014179944992,0.22599312663078308,0.43565163016319275,0.02362145110964775,0.29273200035095215,0.35324716567993164,0.0016411703545600176,0.34656548500061035,0.33989763259887695,-0.02648216113448143,0.38932108879089355,0.35745590925216675,-0.04436469450592995,0.19223317503929138,0.42357388138771057,-0.0034434606786817312,0.2601247727870941,0.33604806661605835,-0.026460064575076103,0.3148602247238159,0.32392269372940063,-0.045954253524541855,0.36048221588134766,0.33498114347457886,-0.05707269161939621,0.15415459871292114,0.42887455224990845,-0.03226526826620102,0.20359809696674347,0.3610646724700928,-0.05332270264625549,0.2472500205039978,0.3305259346961975,-0.06503041833639145,0.29069510102272034,0.31729966402053833,-0.07184543460607529,C
0.09025028347969055,0.7217803597450256,5.650445586979913e-07,0.19085633754730225,0.7102720737457275,-0.001361311413347721,0.27991876006126404,0.6652430295944214,-0.004471519496291876,0.3491620719432831,0.6498993635177612,-0.015706516802310944,0.4066281318664551,0.6356291770935059,-0.027029933407902718,0.2520974576473236,0.48661819100379944,0.041919153183698654,0.30995991826057434,0.41433072090148926,0.022645005956292152,0.35631388425827026,0.4100354313850403,-0.002827805932611227,0.395122766494751,0.42507627606391907,-0.020405899733304977,0.22661596536636353,0.4604175090789795,0.023011306300759315,0.2920744717121124,0.37443745136260986,0.00232398952357471,0.3475234806537628,0.36508801579475403,-0.02595122903585434,0.3899349570274353,0.3878774642944336,-0.0440385602414608,0.19312086701393127,0.4491620659828186,-0.0019108711276203394,0.25822681188583374,0.3604646921157837,-0.020912257954478264,0.31414228677749634,0.3499605655670166,-0.03849242627620697,0.3605036437511444,0.3625476360321045,-0.04927938058972359,0.1532578319311142,0.4561837613582611,-0.029023388400673866,0.19929543137550354,0.38856667280197144,-0.04725039377808571,0.2463277280330658,0.36014991998672485,-0.05730894207954407,0.2945377230644226,0.34929925203323364,-0.0631398931145668,C
0.08463318645954132,0.7175294756889343,5.851896389685862e-07,0.1817033588886261,0.7063232660293579,-0.009821048006415367,0.2708476483821869,0.6635542511940002,-0.018478887155652046,0.34122729301452637,0.6481927037239075,-0.0333496630191803,0.398384690284729,0.6349477171897888,-0.04811078682541847,0.24752789735794067,0.4906580448150635,0.0223616324365139,0.3067246675491333,0.420917272567749,-0.005650678183883429,0.352983295917511,0.41573625802993774,-0.03404693305492401,0.3910720944404602,0.4314369559288025,-0.05226534605026245,0.21992182731628418,0.46163469552993774,0.006562724243849516,0.29097217321395874,0.373160183429718,-0.02179143577814102,0.34635037183761597,0.36477530002593994,-0.050331566482782364,0.38963964581489563,0.3877747654914856,-0.06763579696416855,0.1838548481464386,0.44983971118927,-0.015579708851873875,0.25444501638412476,0.35931020975112915,-0.04281982406973839,0.311084508895874,0.3491957485675812,-0.061877451837062836,0.35807764530181885,0.3636520504951477,-0.07212480157613754,0.14113488793373108,0.4561220407485962,-0.0399995893239975,0.18986032903194427,0.39071333408355713,-0.06388559937477112,0.23711182177066803,0.36123085021972656,-0.07621292024850845,0.2846626341342926,0.35052967071533203,-0.08285877108573914,C
0.07162205874919891,0.6960203051567078,6.123968887550291e-07,0.170055091381073,0.6883794069290161,-0.014981971122324467,0.26181766390800476,0.6473469138145447,-0.02558351494371891,0.3360608220100403,0.6324205994606018,-0.04154280945658684,0.39674508571624756,0.617838978767395,-0.05743784457445145,0.2353648543357849,0.4718668460845947,0.017821725457906723,0.2992926836013794,0.41894662380218506,-0.01384065207093954,0.3416783809661865,0.4277131259441376,-0.04513147845864296,0.37443384528160095,0.45550423860549927,-0.06467892229557037,0.20802265405654907,0.4391854703426361,0.004007809329777956,0.2801867425441742,0.3582826852798462,-0.024097882211208344,0.33812838792800903,0.34591877460479736,-0.05287792533636093,0.3858017325401306,0.3623751401901245,-0.07155211269855499,0.16963106393814087,0.426256388425827,-0.017063582316040993,0.24203474819660187,0.3409251570701599,-0.046907711774110794,0.30238449573516846,0.3308039903640747,-0.06840203702449799,0.35338878631591797,0.3430849313735962,-0.08054427802562714,0.1239246055483818,0.43199461698532104,-0.04048238322138786,0.17283785343170166,0.36874109506607056,-0.06660299748182297,0.22176973521709442,0.3415665030479431,-0.07964518666267395,0.27170878648757935,0.3318961262702942,-0.0870472863316536,C
0.07172368466854095,0.6931390762329102,6.448016733884288e-07,0.1684027910232544,0.6827014684677124,-0.0205642431974411,0.2606160342693329,0.6439953446388245,-0.03645535558462143,0.3347459137439728,0.6301426887512207,-0.05680073797702789,0.3955427408218384,0.6112491488456726,-0.07670605182647705,0.23151016235351562,0.4662928283214569,0.007084008306264877,0.3008558750152588,0.41174522042274475,-0.032571226358413696,0.3423948287963867,0.4315776824951172,-0.06879258900880814,0.3739352524280548,0.4708389937877655,-0.09061788767576218,0.2032189518213272,0.4351430833339691,-0.00576608395203948,0.27815234661102295,0.3547479808330536,-0.04132058843970299,0.3382259011268616,0.34467291831970215,-0.07460622489452362,0.38959529995918274,0.3645320534706116,-0.09569250792264938,0.16414204239845276,0.4230346083641052,-0.02632022462785244,0.23692530393600464,0.3346090316772461,-0.06155769154429436,0.29881489276885986,0.32335054874420166,-0.0862460732460022,0.3529386520385742,0.3356853127479553,-0.09986220300197601,0.11818792670965195,0.43012166023254395,-0.049556683748960495,0.1674365997314453,0.36429333686828613,-0.079278863966465,0.2157706469297409,0.3339473605155945,-0.09456102550029755,0.26572227478027344,0.32180070877075195,-0.10317667573690414,C
0.07088157534599304,0.6887290477752686,6.373814471771766e-07,0.1684020459651947,0.6755847334861755,-0.01916159875690937,0.2597740888595581,0.640380322933197,-0.0344717912375927,0.33342668414115906,0.6268661022186279,-0.05451875552535057,0.3943689465522766,0.6116526126861572,-0.07380548864603043,0.22775033116340637,0.46104004979133606,0.01308683305978775,0.2971149682998657,0.4091595709323883,-0.024242155253887177,0.3358880877494812,0.4270504415035248,-0.05937384441494942,0.36408352851867676,0.4628073573112488,-0.08048398047685623,0.1998685896396637,0.4296970069408417,0.0003726192517206073,0.2771168649196625,0.35250842571258545,-0.03270365297794342,0.3354981541633606,0.340655118227005,-0.06489381194114685,0.3854942321777344,0.3575860261917114,-0.08538787066936493,0.16150425374507904,0.41584885120391846,-0.020186185836791992,0.23773398995399475,0.3298283815383911,-0.053722139447927475,0.2989813983440399,0.31804075837135315,-0.07745756208896637,0.35272762179374695,0.3292217552661896,-0.09040359407663345,0.11580254882574081,0.4207768142223358,-0.04338918253779411,0.16611260175704956,0.3575497269630432,-0.07169830799102783,0.21387970447540283,0.3274462819099426,-0.08614018559455872,0.2639760375022888,0.3144074082374573,-0.09406174719333649,C
0.07119743525981903,0.6710748076438904,8.267600151157239e-07,0.16922509670257568,0.6690268516540527,-0.020883310586214066,0.26704269647598267,0.6258127689361572,-0.03239995241165161,0.34063369035720825,0.6098230481147766,-0.047380004078149796,0.40018731355667114,0.5985576510429382,-0.06261086463928223,0.23623256385326385,0.4371979832649231,0.016260916367173195,0.3021999001502991,0.37085139751434326,-0.009453142993152142,0.35203441977500916,0.3508356213569641,-0.03595339134335518,0.3962176740169525,0.3456021547317505,-0.05428244173526764,0.20496496558189392,0.4096546769142151,0.006406865082681179,0.2812504172325134,0.3325349688529968,-0.021867455914616585,0.33758553862571716,0.31945011019706726,-0.0518827959895134,0.3873567581176758,0.33155113458633423,-0.071101114153862,0.1655886471271515,0.3965533971786499,-0.010449125431478024,0.24034331738948822,0.3106994032859802,-0.040770720690488815,0.3003275692462921,0.2994718849658966,-0.063553586602211,0.3540901243686676,0.3106125295162201,-0.07615610212087631,0.11778342723846436,0.3988339304924011,-0.030067816376686096,0.16954055428504944,0.33696889877319336,-0.058625783771276474,0.21780438721179962,0.30837398767471313,-0.07509691268205643,0.2683105170726776,0.295881450176239,-0.0844372883439064,C
